title,Description,Room Categories,Item Categories,Item Attributes,Price,Sku,URL,Image URLs,Brand,Color,Retailer,Width,Height,Depth
White Metal Bookcase *D,"Includes 1 adjustable Shelf, 1 bottom shelf.Fully Assembled.28in W x 12in D x 28in H.Intended for Residential Use Only.",Office Furniture,Bookcases and Storage,Metal,149,HPBC11,https://www.afw.com/white-metal-bookcase-d,,American Furniture Warehouse,White,afw.com,28,28,12
White Prado 60 In Bookcase *D,"3/4in Shelf Thickness.Adjustable Height Shelves.Available in Black BLK, or White WH Laminate.",Office Furniture,Bookcases and Storage,Wood,279,PRD3260-WH,https://www.afw.com/white-prado-60-in-bookcase-d,,American Furniture Warehouse,White,afw.com,31.5,60,12
Beginnings 3-Shelf Bookcase Soft White * D,Beginnings 3-Shelf Bookcase Soft White By Sauder. Two adjustable shelves. Enclosed back panel. Soft White finish.,Office Furniture,Bookcases and Storage,Wood,89,415541,https://www.afw.com/beginnings-3-shelf-bookcase-soft-white-d,"https://images.afw.com/images/thumbs/0064577_415541_78844_100.jpeg,https://images.afw.com/images/thumbs/0064579_415541_e1104_100.jpeg",American Furniture Warehouse,White,afw.com,24.57,35.28,11.5
"Gimetri - 5-Shelf Shelving Unit, Soft Gray *D","INDUSTRIAL TREND: The steel structure of this shelving unit gives it an ultra-modern look, while creating an interesting contrast with the rest of the furniture.FIXED SHELVES: This unit with 5 shelves is perfect for adding storage to your room, while maintaining a youthful, stylish decor.A VERSATILE PIECE: This shelving unit can be placed in an office, a living room, or a reading nook. You decide where you want it.1-year limited guarantee.",Office Furniture,Bookcases and Storage,Composite,259,12470-SS,https://www.afw.com/storage-and-shelves-4,"https://images.afw.com/images/thumbs/0157839_12470_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157841_12470.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157843_12470_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157845_12470_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157840_12470_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157842_12470_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157846_12470_9.jpg_100.jpeg,https://images.afw.com/images/thumbs/0157844_12470_BOX.jpg_100.jpeg",American Furniture Warehouse,Gray,afw.com,13,69,47
Black Mesh Office Chair *D,Thick Padded Contour Seat and AirGrid.Back with Built-in Lumbar Support.One Touch Pneumatic Seat Height Adjustment.2-to-1 synchro Tilt Control with Adjustable Tilt Tension Height.Adjustable Angled Arms with Soft PU Pads.Heavy Duty Angled Nylon Base with Oversized Dual Wheel Carpet Casters.,Office Furniture,Office Chairs,,249,5500,https://www.afw.com/black-mesh-office-chair-d-4,,American Furniture Warehouse,Black,afw.com,26.5,42,25.25
Aurora Bookcase *D,3 Storage Shelves Medium Oak Finish.Black Powder Coated Accents.Solid Wood and Veneer.Intended for Residential Use Only.,Office Furniture,Bookcases and Storage,Wood,249,AR27,https://www.afw.com/aurora-bookcase-d,,American Furniture Warehouse,Brown/Espresso,afw.com,30,44,13
Faux Leather Managers Chair with Padded Arms FL660-U2 *D,Faux Leather Seat and Back with Built-In Lumbar Support.Pneumatic Seat Height Adjustment.Locking Tilt Control with Adjustable Tilt Tension.Available in Chocolate Faux Leather -U2 or Black Faux Leather -U6.Fixed Padded Loop Arms.Heavy Duty Nylon Base with Dual Wheel Carpet Casters.,Office Furniture,Office Chairs,,209,FL660-U2,https://www.afw.com/faux-leather-managers-chair-with-padded-arms-d,,American Furniture Warehouse,Brown/Espresso,afw.com,25.5,43.25,26
Orange Fabric Office Chair *D,"Pneumatic seat height adjustment 360 swivel.Available in black (-3), green (-6), blue (-7), orange (-18), pink (-261) or purple (-512).Heavy duty nylon base with dual wheel carpet casters.Intended for residential use only.",Office Furniture,Office Chairs,,89,499-18,https://www.afw.com/orange-fabric-office-chair-d-2,,American Furniture Warehouse,Orange,afw.com,16.5,33.25,19.75
Black Mesh Office Chair 27008 *D,Thick Padded Contour Top Grain Leather Seat and Breathable Mesh Back.Adjustable Lumbar Support .Height and Depth Adjustable Headrest.Pneumatic Seat Height Adjustment.Infinite Locking Sync Knee Tilt Control.Angled Height Adjustable Arms with PU Pads.Top Grain Leather Seat with Leather Trim.Heavy Duty Gunmetal Finish Base with Oversized Dual Wheel Carpet Casters.,Office Furniture,Office Chairs,,549,27008,https://www.afw.com/black-mesh-office-chair-d-2,,American Furniture Warehouse,Black,afw.com,27,55,27
Beginnings 5-Shelf Bookcase Soft White * D,Beginnings 5-Shelf Bookcase Soft White By Sauder. Three adjustable shelves. Enclosed back panel. Soft White finish.,Office Furniture,Bookcases and Storage,Wood,119,415542,https://www.afw.com/beginnings-5-shelf-bookcase-soft-white-d,"https://images.afw.com/images/thumbs/0064581_415542_81448_100.jpeg,https://images.afw.com/images/thumbs/0064583_415542_b4e4b_100.jpeg",American Furniture Warehouse,White,afw.com,24.57,71.18,11.5
Melanie Stonewash Accent Chair,Melanie Stonewash Accent Chair from Affordable Furniture Manufacturing.Frame constructed of hardwoods and plywoods.Quality foam cushion core construction.Chair is covered in an ikat printed polyester fabric.,Living Room Furniture,Chairs,,298,P-9011,https://www.afw.com/melanie-stonewash-accent-chair,"https://images.afw.com/images/thumbs/0120662_melanie-stonewash-accent-chair_100.jpeg,https://images.afw.com/images/thumbs/0120663_melanie-stonewash-accent-chair_100.jpeg,https://images.afw.com/images/thumbs/0120664_melanie-stonewash-accent-chair_100.jpeg,https://images.afw.com/images/thumbs/0120665_melanie-stonewash-accent-chair_100.jpeg,https://images.afw.com/images/thumbs/0120666_melanie-stonewash-accent-chair_100.jpeg",American Furniture Warehouse,Gray,afw.com,36,34,36
Lilian Beige Accent Chair,Lilian Beige Accent Chair from Cambridge Home.Frame constructed of hardwoods and plywoods.Quality foam cushion core construction.Covered in a beige velvet polyester fabric.Features silver nail head accent trim.,Living Room Furniture,Chairs,,128,1C1-9338,https://www.afw.com/lilian-beige-accent-chair,"https://images.afw.com/images/thumbs/0126768_1C1-9338_98a72_100.jpeg,https://images.afw.com/images/thumbs/0126769_1C1-9338_dcd8e_100.jpeg,https://images.afw.com/images/thumbs/0126770_1C1-9338_a1951_100.jpeg",American Furniture Warehouse,Beige/Taupe,afw.com,25,39,27
Lilian Goldenrod Accent Chair,Lilian Goldenrod Accent Chair from Cambridge Home.Frame constructed of hardwoods and plywoods.Quality foam cushion core construction.Covered in a goldenrod velvet polyester fabric.Features silver nail head accent trim.,Living Room Furniture,Chairs,,128,1C2-9338,https://www.afw.com/lilian-goldenrod-accent-chair,"https://images.afw.com/images/thumbs/0126716_1C2-9338_ace1a_100.jpeg,https://images.afw.com/images/thumbs/0126717_1C2-9338_ca9a2_100.jpeg,https://images.afw.com/images/thumbs/0126718_1C2-9338_a8f22_100.jpeg",American Furniture Warehouse,Yellow,afw.com,25,39,27
Harriet Teal Accent Chair,"Harriet Teal Accent Chair from Condor Manufacturing. Frame constructed of furniture grade plywoods. Quality foam cushion core construction. Covered in a teal linen-like fabric. Features decorative nail head trim. Spot clean with water-free cleaner, cc WS. Special purchase, while supplies last.",Living Room Furniture,Chairs,,128,2Z-96107,https://www.afw.com/harriet-teal-accent-chair,"https://images.afw.com/images/thumbs/0177730_2Z-96107.jpg_100.jpeg,https://images.afw.com/images/thumbs/0177729_2Z-96107_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0177731_2Z-96107_2.jpg_100.jpeg",American Furniture Warehouse,Turquoise/Aqua/Teal,afw.com,28,36.75,30.75
Green Metal Bookcase *D,"Includes 1 adjustable Shelf, 1 bottom shelf.Fully Assembled.28in W x 12in D x 28in H.Intended for Residential Use Only.",Office Furniture,Bookcases and Storage,Metal,149,HPBC6,https://www.afw.com/green-metal-bookcase-d,,American Furniture Warehouse,Green,afw.com,28,28,12
Roscoe Black Arm Chair,Roscoe Black Durahide Arm Chair from Cambridge Home.Frame constructed of hardwoods and plywoods.Quality foam cushion core construction.Covered in a black Durahide cover.Features flared arms.,,Bar Alternatives for your Home!,,148,1A1-507,https://www.afw.com/roscoe-black-arm-chair,,American Furniture Warehouse,Black,afw.com,30,33,27
Mod Yellow Accent Chair,"Mod yellow accent chair from Avanti Furniture.Frame constructed of hardwoods and plywoods.Quality foam cushion core construction.Covered in a yellow polyester woven fabric.Spot clean with water free solvents, cc S.This accent chair has a mid-century modern style.",Living Room Furniture,Chairs,,148,5A1-264,https://www.afw.com/mod-yellow-accent-chair,"https://images.afw.com/images/thumbs/0126861_5A1-264_72675_100.jpeg,https://images.afw.com/images/thumbs/0109006_5A1-264_16c80_100.jpeg,https://images.afw.com/images/thumbs/0109007_5A1-264_12a96_100.jpeg,https://images.afw.com/images/thumbs/0125743_5A1-264_21f12_100.jpeg,https://images.afw.com/images/thumbs/0125744_5A1-264_126ea_100.jpeg",American Furniture Warehouse,Yellow,afw.com,29,30,30
Whittier Natural Accent Chair,"Whittier Natural Accent Chair from Elements.Frame constructed of hardwoods and plywoods.Quality foam cushion core construction.Covered in a beige colored polyester fabric.Includes 1 kidney pillow, not sold separately.Features decorative nail head trim.Spot clean with water-free cleaner, cc WS.",Living Room Furniture,Chairs,,198,2A-WHIT,https://www.afw.com/whittier-natural-accent-chair,"https://images.afw.com/images/thumbs/0113719_whittier-natural-accent-chair_100.jpeg,https://images.afw.com/images/thumbs/0113720_whittier-natural-accent-chair_100.jpeg,https://images.afw.com/images/thumbs/0113721_whittier-natural-accent-chair_100.jpeg",American Furniture Warehouse,Multiple Color Options,afw.com,29,39,34
Rosemary Accent Swivel Chair,"Rosemary Accent Swivel Chair from Behold Home Furnishings. Frame constructed of hardwoods and furniture grade plywoods. Quality foam cushion core construction. Covered in a 100% polyester cover in an accent fabric. Features swivel mechanism. Spot clean with water-free solvents, cc WS.",Living Room Furniture,Chairs,,388,E-5325SC,https://www.afw.com/rosemary-accent-swivel-chair,"https://images.afw.com/images/thumbs/0169701_E-5325SC.jpg_100.jpeg,https://images.afw.com/images/thumbs/0169702_E-5325SC_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0169799_E-5325SC_2.jpg_100.jpeg",American Furniture Warehouse,Gray,afw.com,32,35,36
Saturn Gray Swivel Chair,"Saturn Gray Swivel Chair from Cambridge Home.Frame constructed of hardwoods and plywoods with a metal swivel base.Quality foam cushion core construction.Covered in a polyester blended fabric in a gray color.Spot clean with water-based solvents, cc W.Minor assembly required if not delivered by AFW.",Living Room Furniture,Chairs,,188,1E2-889,https://www.afw.com/saturn-gray-swivel-chair,"https://images.afw.com/images/thumbs/0136354_0131475_1E2-889_edada.jpeg_100.jpeg,https://images.afw.com/images/thumbs/0152222_1E2-889_7d250_100.jpeg,https://images.afw.com/images/thumbs/0152221_1E2-889_e73ef_100.jpeg",American Furniture Warehouse,Gray,afw.com,31,30,32
Boss Box Arm Guest Chair W/Mahogany Finish * D,Boss Box Arm Guest Chair W/Mahogany Finish by Boss Office Products.Mid-back box arm chair.  Upholstered with our ultra soft and durable Caressoft upholstery.  Mahogany wood finish legs.,Office Furniture,Office Chairs,,209,B619,https://www.afw.com/boss-box-arm-guest-chair-wmahogany-finish-d,"https://images.afw.com/images/thumbs/0092741_0092741_B619_bbd64.jpeg_100.jpeg,https://images.afw.com/images/thumbs/0092742_0092742_B619_6020f.jpeg_100.jpeg,https://images.afw.com/images/thumbs/0092743_0092743_B619_43947.jpeg_100.jpeg,https://images.afw.com/images/thumbs/0092744_0092744_B619_f11b4.jpeg_100.jpeg",American Furniture Warehouse,Black,afw.com,26.5,35.5,26.5
Pink Fabric Office Chair *D,"Pneumatic seat height adjustment 360 swivel.Available in black (-3), green (-6), blue (-7), orange (-18), pink (-261) or purple (-512).Heavy duty nylon base with dual wheel carpet casters.Intended for residential use only.",Office Furniture,Office Chairs,,89,499-261,https://www.afw.com/pink-fabric-office-chair-d-2,,American Furniture Warehouse,Pink,afw.com,16.5,33.25,19.75
Indie Grey Accent Chair,"Indie Grey Accent Chair from Affordable Furniture Manufacturing.Frame constructed of furniture grade hardwoods and plywoods.Quality foam cushion core construction.Covered in a polyester blended accent fabric called Zucchini Ebony.Spot clean with water free solvents, cc WS.",Living Room Furniture,Chairs,,328,J1-9001,https://www.afw.com/indie-grey-accent-chair,"https://images.afw.com/images/thumbs/0137913_J1-9001_62e32_100.jpeg,https://images.afw.com/images/thumbs/0137912_J1-9001_c9249_100.jpeg,https://images.afw.com/images/thumbs/0137911_J1-9001_d1c7b_100.jpeg,https://images.afw.com/images/thumbs/0137910_J1-9001_0c913_100.jpeg,https://images.afw.com/images/thumbs/0132592_0132592_indie-grey-accent-chair.jpeg_100.jpeg,https://images.afw.com/images/thumbs/0132593_0132593_indie-grey-accent-chair.jpeg_100.jpeg,https://images.afw.com/images/thumbs/0132594_0132594_indie-grey-accent-chair.jpeg_100.jpeg,https://images.afw.com/images/thumbs/0132595_0132595_indie-grey-accent-chair.jpeg_100.jpeg,https://images.afw.com/images/thumbs/0132596_0132596_indie-grey-accent-chair.jpeg_100.jpeg",American Furniture Warehouse,Pattern,afw.com,34,38,36
Stairatt Chair,"Stairatt Chair from Signature Design by Ashley Furniture. Frame constructed of hardwoods and furniture grade plywoods. Quality foam cushion core construction. Covered in a gravel gray 100% polyester cover. Spot clean with water-free solvent, cc S. Special purchase, while supplies last.",Living Room Furniture,Chairs,,228,Z12-285C,https://www.afw.com/stairatt-chair,"https://images.afw.com/images/thumbs/0177651_Z12-285C.jpg_100.jpeg,https://images.afw.com/images/thumbs/0177647_ASHL-285.jpg_100.jpeg,https://images.afw.com/images/thumbs/0177648_ASHL-285-FAC.jpg_100.jpeg,https://images.afw.com/images/thumbs/0177652_ASHL-285-MOOD-FAC.jpg_100.jpeg,https://images.afw.com/images/thumbs/0177653_ASHL-285-MOOD_2-FAC.jpg_100.jpeg,https://images.afw.com/images/thumbs/0177649_Z12-285O_1.jpg_100.jpeg",American Furniture Warehouse,Gray,afw.com,38,39,38
Furman Grey Accent Chair,"FURMAN ACCENT CHAIR FROM ELEMENTS.  FRAME CONSTRUCTED OF HARDWOODS AND PLYWOODS. QUALITY FOAM CUSHION CORE CONSTRUCTION. CHAIR IS COVERED IN A GREY POLYESTER COVER. FEATURES INCLUDE A GREY WASH WOOD ARM.  SPOT CLEAN WITH WATER BASED SOLVENTS, CC W.",Living Room Furniture,Chairs,,248,1B1-1441,https://www.afw.com/furman-grey-accent-chair,"https://images.afw.com/images/thumbs/0168442_1B1-1441.jpg_100.jpeg,https://images.afw.com/images/thumbs/0168439_1B1-1441_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0168440_1B1-1441_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0168441_1B1-1441_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0168443_1B1-1441_4.jpg_100.jpeg",American Furniture Warehouse,Gray,afw.com,26,35,30
Black Ergonomic Knee Chair KCM1420 *D,Thick Padded Memory Foam Seat and Knee Pad .Manual Height Adjustment.Black Metal Frame with Dual Wheel Carpet Casters.,Office Furniture,Office Chairs,Metal,149,KCM1420,https://www.afw.com/ergonomic-knee-chair-d-3,,American Furniture Warehouse,Black,afw.com,17,20.5,25.25
Ergonomic Office Chair *D,Ergonomic Task Chair with ProGrid Back.Ratchet Back Height Adjustment Black FreeFlex Fabric.,Office Furniture,Office Chairs,,269,98344-30,https://www.afw.com/ergonomic-office-chair-d-6,,American Furniture Warehouse,Black,afw.com,25.5,40.5,25.75
Mason Rolling File,"Thermal fused laminate in monarca-natural wood grain textured.Solid wood frame.Durable, scratch resistant, water resistant.One utility drawer. One locking file drawer.Finished on all sides.",Office Furniture,File Cabinets,Composite,318,MNM202,https://www.afw.com/mason-rolling-file,"https://images.afw.com/images/thumbs/0178776_MNM202.jpg_100.jpeg,https://images.afw.com/images/thumbs/0178743_MART-MNM-FAC_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0178773_MNM202_1.jpg_100.jpeg,https://images.afw.com/images/thumbs/0178774_MNM202_2.jpg_100.jpeg,https://images.afw.com/images/thumbs/0178770_MNM202_3.jpg_100.jpeg,https://images.afw.com/images/thumbs/0178775_MNM202_4.jpg_100.jpeg,https://images.afw.com/images/thumbs/0178771_MNM202_5.jpg_100.jpeg,https://images.afw.com/images/thumbs/0178772_MNM202_6.jpg_100.jpeg",American Furniture Warehouse,Beige/Taupe,afw.com,18,26,20
